"SUBJID","SAMPID","SMTS","SMNABTCH","SMNABTCHD","SMGEBTCHT","SMAFRZE","SMCENTER","SMRIN","SMATSSCR"
"GTEX-139YR","GTEX-139YR-0826-SM-5LZXY","Heart","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7,0
"GTEX-139YR","GTEX-139YR-0926-SM-5LZYB","Lung","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",8.4,1
"GTEX-139YR","GTEX-139YR-1026-SM-5LZYN","Skin","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-139YR","GTEX-139YR-1226-SM-5IFEU","Thyroid","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.8,0
"GTEX-139YR","GTEX-139YR-1526-SM-5IFJ1","Pancreas","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-139YR","GTEX-139YR-1626-SM-5IJGK","Esophagus","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-139YR","GTEX-139YR-1726-SM-5IFFK","Esophagus","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",9.2,0
"GTEX-139YR","GTEX-139YR-1826-SM-5LZXA","Esophagus","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",5.9,0
"GTEX-139YR","GTEX-139YR-1926-SM-5LZXM","Stomach","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",5.7,2
"GTEX-139YR","GTEX-139YR-2126-SM-5KM11","Colon","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",8.2,1
"GTEX-139YR","GTEX-139YR-2226-SM-5IFFW","Small Intestine","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",8.1,1
"GTEX-139YR","GTEX-139YR-2426-SM-5J1OB","Adipose Tissue","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7,0
"GTEX-139YR","GTEX-139YR-2526-SM-5IJC6","Muscle","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.8,0
"GTEX-139YR","GTEX-139YR-2626-SM-5K7U4","Nerve","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.8,0
"GTEX-139YR","GTEX-139YR-2726-SM-5K7VV","Blood Vessel","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13CF2","GTEX-13CF2-0226-SM-5L3DV","Heart","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-13CF2","GTEX-13CF2-0426-SM-5KM1H","Heart","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",5.9,1
"GTEX-13CF2","GTEX-13CF2-1826-SM-5N9GK","Colon","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",5.7,3
"GTEX-13CF2","GTEX-13CF2-2026-SM-5K7VI","Breast","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.1,1
"GTEX-13CF2","GTEX-13CF2-2426-SM-5LZYL","Salivary Gland","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-13CF2","GTEX-13CF2-2526-SM-5LZYX","Skin","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.3,0
"GTEX-13CF2","GTEX-13CF2-2626-SM-5LZZA","Adipose Tissue","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.3,0
"GTEX-13CF2","GTEX-13CF2-2726-SM-5LZWW","Muscle","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.6,0
"GTEX-13CF2","GTEX-13CF2-2826-SM-5LZX9","Nerve","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",6.4,0
"GTEX-13CF2","GTEX-13CF2-3026-SM-5IFFX","Brain","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",5.8,1
"GTEX-13CF2","GTEX-13CF2-3226-SM-5IFF6","Pituitary","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13CF3","GTEX-13CF3-0126-SM-5IFFM","Adrenal Gland","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13CF3","GTEX-13CF3-0226-SM-5J1NW","Spleen","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13CF3","GTEX-13CF3-0426-SM-5IJEU","Lung","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.5,1
"GTEX-13CF3","GTEX-13CF3-0526-SM-5IJBV","Blood Vessel","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",5.9,1
"GTEX-13CF3","GTEX-13CF3-0626-SM-5J1NO","Blood Vessel","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6,1
"GTEX-13CF3","GTEX-13CF3-0726-SM-5J2MY","Heart","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-13CF3","GTEX-13CF3-0826-SM-5LZYZ","Heart","BP-45782",2013-11-14,"TruSeq.v1","EXCLUDE","B1",8,1
"GTEX-13CF3","GTEX-13CF3-0926-SM-5LZZC","Thyroid","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13CF3","GTEX-13CF3-1026-SM-5LZWY","Pancreas","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-13CF3","GTEX-13CF3-1126-SM-5LZXB","Adipose Tissue","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.9,0
"GTEX-13CF3","GTEX-13CF3-1226-SM-5LZXN","Small Intestine","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",6.6,1
"GTEX-13CF3","GTEX-13CF3-1326-SM-5LZXZ","Colon","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.8,1
"GTEX-13CF3","GTEX-13CF3-1426-SM-5K7YY","Colon","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-13CF3","GTEX-13CF3-1526-SM-5J2NB","Esophagus","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-13CF3","GTEX-13CF3-1626-SM-5IFG9","Esophagus","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",9.4,1
"GTEX-13CF3","GTEX-13CF3-1726-SM-5LU9E","Esophagus","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13CF3","GTEX-13CF3-1826-SM-5J1NK","Muscle","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-13CF3","GTEX-13CF3-1926-SM-5K7WF","Stomach","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-13CF3","GTEX-13CF3-2126-SM-5IFJP","Breast","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13CF3","GTEX-13CF3-2226-SM-5J2MX","Blood Vessel","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-13CF3","GTEX-13CF3-2326-SM-5IFGL","Adipose Tissue","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.4,0
"GTEX-13CF3","GTEX-13CF3-2426-SM-5IFGX","Skin","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.5,1
"GTEX-13D11","GTEX-13D11-0226-SM-5LZXL","Thyroid","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.5,1
"GTEX-13D11","GTEX-13D11-0326-SM-5LZXX","Lung","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",8.8,1
"GTEX-13D11","GTEX-13D11-0426-SM-5LZYA","Adrenal Gland","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",8.8,1
"GTEX-13D11","GTEX-13D11-0526-SM-5LZYM","Adipose Tissue","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",8.4,1
"GTEX-13D11","GTEX-13D11-0626-SM-5LZYY","Colon","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.9,1
"GTEX-13D11","GTEX-13D11-0726-SM-5LZZB","Small Intestine","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13D11","GTEX-13D11-0826-SM-5KLZJ","Colon","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-13D11","GTEX-13D11-0926-SM-5J2NC","Skin","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",7.1,0
"GTEX-13D11","GTEX-13D11-1026-SM-5IJFB","Breast","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.5,0
"GTEX-13D11","GTEX-13D11-1126-SM-5KLYS","Ovary","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13D11","GTEX-13D11-1226-SM-5IFGA","Uterus","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",8,1
"GTEX-13D11","GTEX-13D11-1326-SM-5IJFY","Vagina","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.8,0
"GTEX-13D11","GTEX-13D11-1426-SM-5K7Y9","Blood Vessel","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",8.3,1
"GTEX-13D11","GTEX-13D11-1526-SM-5J2NA","Heart","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",8.9,1
"GTEX-13D11","GTEX-13D11-1726-SM-5IFGQ","Heart","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",8,1
"GTEX-13D11","GTEX-13D11-1826-SM-5J2NM","Esophagus","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",8.6,1
"GTEX-13D11","GTEX-13D11-1926-SM-5IFGB","Esophagus","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-13D11","GTEX-13D11-2026-SM-5IJBK","Esophagus","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.6,1
"GTEX-13D11","GTEX-13D11-2126-SM-5IFH2","Stomach","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",7.5,1
"GTEX-13D11","GTEX-13D11-2226-SM-5IFEO","Pancreas","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13D11","GTEX-13D11-2326-SM-5IJCY","Adipose Tissue","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",8,1
"GTEX-13D11","GTEX-13D11-2426-SM-5KM1V","Skin","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",8,0
"GTEX-13D11","GTEX-13D11-2526-SM-5KM28","Muscle","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",8.4,0
"GTEX-13D11","GTEX-13D11-2626-SM-5IJDB","Nerve","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",7.4,0
"GTEX-13D11","GTEX-13D11-2726-SM-5K7V7","Blood Vessel","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.6,0
"GTEX-13FH7","GTEX-13FH7-0126-SM-5KLZ1","Thyroid","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.4,0
"GTEX-13FH7","GTEX-13FH7-0226-SM-5IFGG","Adrenal Gland","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",8.7,0
"GTEX-13FH7","GTEX-13FH7-0326-SM-5J1MR","Blood Vessel","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-13FH7","GTEX-13FH7-0426-SM-5KM4M","Blood Vessel","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.8,0
"GTEX-13FH7","GTEX-13FH7-0526-SM-5IJF8","Esophagus","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",10,0
"GTEX-13FH7","GTEX-13FH7-0626-SM-5KLZD","Esophagus","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.9,0
"GTEX-13FH7","GTEX-13FH7-0726-SM-5J2NK","Esophagus","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","B1",7.5,0
"GTEX-13FH7","GTEX-13FH7-0826-SM-5J2NW","Heart","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","B1",7.5,0
"GTEX-13FH7","GTEX-13FH7-0926-SM-5J2MR","Heart","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",8.1,1
"GTEX-13FH7","GTEX-13FH7-1026-SM-5IJGF","Stomach","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13FH7","GTEX-13FH7-1126-SM-5K7UG","Skin","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.9,1
"GTEX-13FH7","GTEX-13FH7-1226-SM-5IJFK","Small Intestine","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",8.1,1
"GTEX-13FH7","GTEX-13FH7-1326-SM-5IFG8","Spleen","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",8.1,1
"GTEX-13FH7","GTEX-13FH7-1426-SM-5IFIC","Pancreas","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-13FH7","GTEX-13FH7-1526-SM-5J2N6","Colon","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",8.1,1
"GTEX-13FH7","GTEX-13FH7-1626-SM-5J2O9","Colon","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","B1",7.1,0
"GTEX-13FH7","GTEX-13FH7-1726-SM-5IJE7","Lung","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13FH7","GTEX-13FH7-1926-SM-5J2OL","Adipose Tissue","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-13FH7","GTEX-13FH7-2026-SM-5IJCR","Skin","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-13FH7","GTEX-13FH7-2126-SM-5L3DJ","Muscle","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",8.7,0
"GTEX-13FH7","GTEX-13FH7-2226-SM-5IJD4","Adipose Tissue","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",8.2,1
"GTEX-13FH7","GTEX-13FH7-2326-SM-5KM1E","Blood Vessel","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13FH7","GTEX-13FH7-2426-SM-5K7US","Nerve","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.2,0
"GTEX-13FHO","GTEX-13FHO-0226-SM-5IFGY","Skin","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","C1",7.2,1
"GTEX-13FHO","GTEX-13FHO-0326-SM-5IJBH","Adipose Tissue","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",7.6,1
"GTEX-13FHO","GTEX-13FHO-0426-SM-5L3F5","Skin","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",8,1
"GTEX-13FHO","GTEX-13FHO-0526-SM-5K7VS","Nerve","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",6.3,1
"GTEX-13FHO","GTEX-13FHO-0726-SM-5IJDG","Muscle","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","C1",7.5,1
"GTEX-13FHO","GTEX-13FHO-0826-SM-5L3E8","Breast","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","C1",6.3,1
"GTEX-13FHO","GTEX-13FHO-0926-SM-5N9EW","Thyroid","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","C1",5.7,2
"GTEX-13FHO","GTEX-13FHO-1026-SM-5KM1Q","Lung","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","C1",6,1
"GTEX-13FHO","GTEX-13FHO-1226-SM-5L3EF","Heart","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",7.4,1
"GTEX-13FHO","GTEX-13FHO-1626-SM-5IJGB","Blood Vessel","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","C1",5.9,1
"GTEX-13FHO","GTEX-13FHO-1726-SM-5IFGM","Esophagus","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","C1",8.2,1
"GTEX-13FHO","GTEX-13FHO-1826-SM-5K7Y6","Esophagus","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",6.3,1
"GTEX-13FHO","GTEX-13FHO-2026-SM-5J1OA","Adipose Tissue","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","C1",5.8,1
"GTEX-13FHO","GTEX-13FHO-2726-SM-5K7VG","Colon","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",6.7,1
"GTEX-13FHO","GTEX-13FHO-2826-SM-5K7ZA","Prostate","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",6,2
"GTEX-13FHO","GTEX-13FHO-2926-SM-5L3ES","Brain","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",7.3,1
"GTEX-13FHO","GTEX-13FHO-3026-SM-5J1O9","Brain","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",6.8,2
"GTEX-13FHO","GTEX-13FHO-3126-SM-5IJF6","Pituitary","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",7,2
"GTEX-13FHP","GTEX-13FHP-0126-SM-5IJBG","Skin","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",8,1
"GTEX-13FHP","GTEX-13FHP-0226-SM-5K7WD","Adipose Tissue","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",6.1,1
"GTEX-13FHP","GTEX-13FHP-0326-SM-5K7U2","Nerve","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",7.3,1
"GTEX-13FHP","GTEX-13FHP-0426-SM-5J1O5","Blood Vessel","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","C1",5.9,1
"GTEX-13FHP","GTEX-13FHP-0526-SM-5K7UY","Muscle","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","C1",6.9,1
"GTEX-13FHP","GTEX-13FHP-0726-SM-5K7YI","Lung","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",6.7,1
"GTEX-13FHP","GTEX-13FHP-0826-SM-5K7V5","Heart","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",7.3,1
"GTEX-13FHP","GTEX-13FHP-0926-SM-5L3EC","Thyroid","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",7,1
"GTEX-13FHP","GTEX-13FHP-1026-SM-5K7Y2","Heart","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",6.1,1
"GTEX-13FHP","GTEX-13FHP-1126-SM-5IJDO","Blood Vessel","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",6,1
"GTEX-13FHP","GTEX-13FHP-1526-SM-5IJGE","Esophagus","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",6,1
"GTEX-13FHP","GTEX-13FHP-1626-SM-5N9FK","Esophagus","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",5.7,1
"GTEX-13FHP","GTEX-13FHP-2426-SM-5KLZ5","Colon","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",6.2,2
"GTEX-13FHP","GTEX-13FHP-2826-SM-5IJFW","Testis","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",6.1,2
"GTEX-13FHP","GTEX-13FHP-2926-SM-5IJG9","Brain","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",6.6,1
"GTEX-13FHP","GTEX-13FHP-3026-SM-5IJBS","Brain","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",6.1,1
"GTEX-13FHP","GTEX-13FHP-3126-SM-5KLYX","Pituitary","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",6.8,2
"GTEX-13FLV","GTEX-13FLV-0126-SM-5K7WT","Skin","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.5,1
"GTEX-13FLV","GTEX-13FLV-0226-SM-5J2OF","Thyroid","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-13FLV","GTEX-13FLV-0326-SM-5N9DJ","Liver","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",5.7,1
"GTEX-13FLV","GTEX-13FLV-0426-SM-5KLZA","Lung","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.7,1
"GTEX-13FLV","GTEX-13FLV-0626-SM-5IFEY","Pancreas","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-13FLV","GTEX-13FLV-0926-SM-5L3DZ","Heart","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.6,1
"GTEX-13FLV","GTEX-13FLV-1126-SM-5J2NO","Esophagus","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.2,0
"GTEX-13FLV","GTEX-13FLV-1226-SM-5IJBZ","Esophagus","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.7,2
"GTEX-13FLV","GTEX-13FLV-1326-SM-5L3EJ","Esophagus","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-13FLV","GTEX-13FLV-1426-SM-5J1N4","Blood Vessel","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-13FLV","GTEX-13FLV-2326-SM-5K7UK","Nerve","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.6,0
"GTEX-13FLW","GTEX-13FLW-0326-SM-5J2M4","Thyroid","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",6,2
"GTEX-13FLW","GTEX-13FLW-1426-SM-5K7YE","Brain","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-13FLW","GTEX-13FLW-2126-SM-5N9FD","Testis","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",5.7,1
"GTEX-13FTW","GTEX-13FTW-0126-SM-5IJED","Adrenal Gland","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",9.3,1
"GTEX-13FTW","GTEX-13FTW-0326-SM-5K7UW","Skin","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",7.2,0
"GTEX-13FTW","GTEX-13FTW-0426-SM-5K7X2","Adipose Tissue","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",8.2,0
"GTEX-13FTW","GTEX-13FTW-0526-SM-5IFIP","Pancreas","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-13FTW","GTEX-13FTW-0626-SM-5IFEX","Thyroid","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",7.6,0
"GTEX-13FTW","GTEX-13FTW-0826-SM-5K7XR","Heart","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.8,0
"GTEX-13FTW","GTEX-13FTW-0926-SM-5J2NJ","Blood Vessel","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.4,0
"GTEX-13FTW","GTEX-13FTW-1026-SM-5L3E3","Heart","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",7.1,0
"GTEX-13FTW","GTEX-13FTW-1126-SM-5J2NV","Liver","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13FTW","GTEX-13FTW-1226-SM-5LZZ1","Prostate","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-13FTW","GTEX-13FTW-1326-SM-5LZZD","Testis","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13FTW","GTEX-13FTW-1426-SM-5LZWZ","Breast","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.8,0
"GTEX-13FTW","GTEX-13FTW-1526-SM-5LZXC","Esophagus","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.5,0
"GTEX-13FTW","GTEX-13FTW-1626-SM-5KM4N","Esophagus","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",8.2,0
"GTEX-13FTW","GTEX-13FTW-1726-SM-5KM2B","Stomach","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.7,1
"GTEX-13FTW","GTEX-13FTW-1826-SM-5IJEN","Colon","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",8.1,1
"GTEX-13FTW","GTEX-13FTW-1926-SM-5K7Y4","Esophagus","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.1,0
"GTEX-13FTW","GTEX-13FTW-2026-SM-5IJE2","Small Intestine","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-13FTW","GTEX-13FTW-2126-SM-5K7YG","Colon","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-13FTW","GTEX-13FTW-2226-SM-5J1OH","Blood Vessel","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-13FTW","GTEX-13FTW-2326-SM-5K7YS","Muscle","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-13FTW","GTEX-13FTW-2526-SM-5IJC8","Adipose Tissue","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.9,1
"GTEX-13FTW","GTEX-13FTW-2626-SM-5K7WL","Skin","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-13FTX","GTEX-13FTX-0226-SM-5K7TX","Blood Vessel","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",8.1,0
"GTEX-13FTX","GTEX-13FTX-0326-SM-5J2NG","Lung","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.5,0
"GTEX-13FTX","GTEX-13FTX-0526-SM-5IFGS","Esophagus","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",9.1,0
"GTEX-13FTX","GTEX-13FTX-0626-SM-5J2NS","Adipose Tissue","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.5,0
"GTEX-13FTX","GTEX-13FTX-0726-SM-5N9BI","Stomach","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","B1",5.7,1
"GTEX-13FTX","GTEX-13FTX-0926-SM-5IFF7","Ovary","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.3,0
"GTEX-13FTX","GTEX-13FTX-1026-SM-5J2O5","Uterus","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.5,0
"GTEX-13FTX","GTEX-13FTX-1126-SM-5N9EN","Breast","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",5.7,0
"GTEX-13FTX","GTEX-13FTX-1226-SM-5IFGN","Pancreas","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.1,0
"GTEX-13FTX","GTEX-13FTX-1526-SM-5K7VJ","Skin","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-13FTX","GTEX-13FTX-1826-SM-5J1NX","Skin","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-13FTX","GTEX-13FTX-2026-SM-5L3D6","Muscle","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.2,0
