License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
November 18 2020,8002950,Mia,Dog,Pomeranian,Shetland Sheepdog,98136
November 18 2020,830564,Coco,Dog,Australian Shepherd,,98116
November 18 2020,8023382,Atoli,Dog,Siberian Husky,Mix,98109
November 18 2020,S115531,Mango,Dog,"Retriever, Golden","Poodle, Standard",98119
November 18 2020,S124735,Daisy,Dog,"Chihuahua, Short Coat",Terrier,98133
November 18 2020,S149197,Addie,Dog,Pomeranian,"Chihuahua, Long Coat",98106
November 18 2020,S149558,Mollie,Dog,German Shepherd,Mix,98115
November 18 2020,S153061,Echo,Dog,German Shepherd,,98122
November 18 2020,8013953,Jupiter,Dog,Retriever,Mix,98122
November 18 2020,S121934,Kola,Dog,German Shepherd,,98103
November 18 2020,904308,Lee,Dog,German Shepherd,Belgian Malinois,98107
November 18 2020,8001485,Reina del Corazon,Dog,"Terrier, Rat","Terrier, Rat",98116
November 18 2020,S124638,Piper,Dog,"Australian Shepherd, Miniature",,98103
November 19 2020,8002310,Penny,Dog,"Poodle, Miniature","Spaniel, American Cocker",98126
November 19 2020,8023404,Saoirse,Dog,"Retriever, Golden",,98103
November 19 2020,S123743,Zara,Dog,Mix,,98125
November 19 2020,8023407,Chi Wapika,Dog,Border Collie,Mix,98117
November 19 2020,8023408,Lola,Dog,"Chihuahua, Short Coat",Mix,98112
November 19 2020,8002199,Nelly,Dog,"Brittany, French",Spaniel,98108
November 19 2020,S106408,Maggie,Dog,"Terrier, Yorkshire",Shiba Inu,98177
November 19 2020,8023412,Starboard,Dog,"Retriever, Flat-Coated",Border Collie,98103
November 19 2020,8013122,Coco,Dog,Lacy,Retriever,98146
November 19 2020,8023413,Maizy,Dog,"Terrier, Yorkshire",,98104
November 19 2020,8002540,Violet,Dog,"Retriever, Golden",,98112
November 19 2020,S136599,Sheila,Dog,"Dachshund, Miniature Long Haired",Terrier,98133
November 19 2020,8002763,Lupe,Dog,"Dachshund, Miniature Smooth Haired","Chihuahua, Short Coat",98133
November 19 2020,905556,Samantha,Dog,"Terrier, Yorkshire",,98116
November 19 2020,904676,Gigi,Dog,"Bulldog, French",,98125
November 19 2020,904770,Roxy,Dog,"Terrier, Norwich","Chihuahua, Long Coat",98144
November 19 2020,8003810,Frannie,Dog,Dutch Shepherd,"Retriever, Labrador",98108
November 19 2020,8023419,Emily,Dog,"Dachshund, Standard Smooth Haired",Terrier,98117
November 19 2020,8012211,Dory,Dog,Schipperke,,98103
November 19 2020,8013181,Luna,Dog,"Mixed Breed, Large (over 44 lbs fully grown)","Retriever, Golden",98117
November 19 2020,834991,Luca,Dog,"Chihuahua, Short Coat",,98117
November 19 2020,829251,Abby,Dog,Hound,,98115
November 19 2020,8013577,Kaia,Dog,Australian Cattle Dog,Mix,98117
November 19 2020,8002847,Penzi,Dog,Rhodesian Ridgeback,Mix,98116
November 19 2020,S126590,Dorothy,Dog,"Terrier, Jack Russell",Mix,98109
November 20 2020,8023425,Peppa,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98122
November 20 2020,833750,Korra,Dog,"Poodle, Miniature","Retriever, Labrador",98105
November 20 2020,8023426,Lily,Dog,Cane Corso,,98103
November 20 2020,8002794,Sophie,Dog,"Chihuahua, Short Coat","Dachshund, Standard Long Haired",98106
November 20 2020,8023427,Nikita,Dog,Terrier,Mix,98107
November 20 2020,8001956,Zooey,Dog,"Retriever, Labrador",,98103
November 20 2020,8001955,Franny,Dog,"Retriever, Labrador",,98103
November 20 2020,8002115,Tula,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98105
November 20 2020,8003008,Molly,Dog,"Retriever, Golden","Poodle, Standard",98122
November 20 2020,8002865,KiKi,Dog,"Vizsla, Smooth Haired",Boxer,98116
November 20 2020,S105305,Candi,Dog,Lhasa Apso,,98133
November 20 2020,S105304,Bandi,Dog,Lhasa Apso,,98133
November 20 2020,S123442,Jaz,Dog,"Terrier, Boston",Mix,98116
November 20 2020,S155167,Lily,Dog,"Terrier, American Pit Bull",Mix,98133
November 20 2020,S119794,Lulu,Dog,"Chihuahua, Short Coat",Mix,98125
November 20 2020,24959,Dolce,Dog,"Spaniel, Cavalier King Charles",,98109
November 20 2020,S155064,Freyja,Dog,Portuguese Water Dog,,98199
November 20 2020,S149164,Cher,Dog,"Bulldog, American",Mix,98108
November 20 2020,8023432,Niko,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98136
November 20 2020,S123799,Topaz,Dog,Shepherd,Papillon,98103
November 20 2020,S152221,Callie,Dog,Leonberger,,98177
November 20 2020,8001874,Sparky,Dog,Havanese,,98105
November 20 2020,8023434,Grace,Dog,"Vizsla, Smooth Haired",German Shepherd,98117
November 20 2020,8023435,Georgie,Dog,"Terrier, Boston",,98121
November 20 2020,8002709,Scout,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98105
November 20 2020,S146572,Mochi,Dog,"Poodle, Miniature","Spaniel, Cavalier King Charles",98112
November 20 2020,S146533,Koloa,Dog,Rottweiler,Hound,98199
November 20 2020,8023437,Ginger,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)","Mixed Breed, Medium (up to 44 lbs fully grown)",98103
November 20 2020,S155068,Rebel,Dog,"Dachshund, Standard Smooth Haired",,98112
November 20 2020,S122755,Noodles,Dog,"Terrier, Yorkshire",Mix,98117
November 20 2020,8012722,Lucy,Dog,"Poodle, Miniature","Retriever, Golden",98122
November 20 2020,8023441,TBD,Dog,"Terrier, Bedlington",,98115
November 20 2020,832218,Suki,Dog,"Chihuahua, Short Coat",Mix,98115
November 20 2020,8023443,Broadway,Dog,Shepherd,Mix,98109
November 20 2020,S121989,Miley,Dog,Hound,Mix,98121
November 20 2020,834841,Daisy,Dog,"Terrier, American Pit Bull",,98133
November 20 2020,903377,Hazel,Dog,"Terrier, Irish",,98109
November 20 2020,8023449,Lucy Loo,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98107
November 20 2020,S123287,Scout,Dog,"Dachshund, Standard Smooth Haired","Retriever, Labrador",98112
November 20 2020,8003103,Bahama Mama,Dog,Australian Shepherd,Mix,98126
November 20 2020,21444,Sierra,Dog,"Pointer, German Shorthaired",Mix,98109
November 21 2020,S146764,Addie,Dog,Italian Greyhound,Mix,98126
November 21 2020,833087,Zippy,Dog,"Dachshund, Standard Smooth Haired",Mix,98118
November 21 2020,8023458,Poppy,Dog,Shiba Inu,,98119
November 21 2020,8012926,Lucky,Dog,Border Collie,Mix,98105
November 21 2020,8023460,Guinevere,Dog,Great Pyrenees,"Poodle, Standard",98106
November 21 2020,8002618,Lilo,Dog,"Retriever, Labrador",,98136
November 21 2020,8012225,Maeby,Dog,Retriever,"Dachshund, Standard Smooth Haired",98125
November 21 2020,8023461,Roo,Dog,Australian Kelpie,Shepherd,98117
November 21 2020,8023464,Zoe,Dog,"Schnauzer, Miniature",,98122
November 21 2020,8012229,Junie (Kitty),Dog,German Shepherd,,98126
November 21 2020,S148483,Chloe,Dog,Miniature Pinscher,"Chihuahua, Short Coat",98125
November 21 2020,S121859,Chloe Rattanasithi-Lee,Dog,Maltese,"Poodle, Standard",98121
November 21 2020,8023470,Happy Potter,Dog,"Poodle, Miniature",,98115
